datetime,temperature,humidity,co2
2025-01-03 03:08:00.00,30.6,43.7,527.5
2025-01-03 03:09:00.00,30.3,44.2,528.6
2025-01-03 03:10:00.00,30.4,43.8,514.8
2025-01-03 03:11:00.00,30.2,45.0,523.2
2025-01-03 03:12:00.00,30.7,45.0,511.6
2025-01-03 03:13:00.00,31.0,45.1,516.9
2025-01-03 03:14:00.00,30.8,45.1,494.3
2025-01-03 03:15:00.00,31.0,44.8,505.7
2025-01-03 03:16:00.00,31.0,44.4,510.6
2025-01-03 03:17:00.00,31.2,43.8,478.8
2025-01-03 03:18:00.00,31.2,44.9,476.9
2025-01-03 03:19:00.00,31.2,44.4,494.6
2025-01-03 03:20:00.00,30.8,44.8,496.3
2025-01-03 03:21:00.00,30.8,44.2,481.0
2025-01-03 03:22:00.00,30.7,44.3,499.8
2025-01-03 03:23:00.00,30.5,44.7,504.6
2025-01-03 03:24:00.00,30.6,44.2,518.3
2025-01-03 03:25:00.00,30.6,42.7,510.0
2025-01-03 03:26:00.00,30.9,42.1,510.6
2025-01-03 03:27:00.00,30.6,42.9,509.4
2025-01-03 03:28:00.00,30.6,44.7,505.8
2025-01-03 03:29:00.00,30.7,43.8,510.8
2025-01-03 03:30:00.00,30.6,44.5,514.6
2025-01-03 03:31:00.00,30.5,46.0,524.9
2025-01-03 03:32:00.00,30.5,46.5,539.1
2025-01-03 03:33:00.00,30.4,45.4,523.3
2025-01-03 03:34:00.00,30.2,45.3,512.0
2025-01-03 03:35:00.00,30.0,46.7,519.7
2025-01-03 03:36:00.00,30.5,47.6,528.8
2025-01-03 03:37:00.00,30.5,48.5,514.5
2025-01-03 03:38:00.00,30.3,47.0,523.5
2025-01-03 03:39:00.00,30.2,46.5,526.8
2025-01-03 03:40:00.00,30.4,45.4,538.2
2025-01-03 03:41:00.00,30.8,45.2,524.0
2025-01-03 03:42:00.00,30.6,46.3,535.3
2025-01-03 03:43:00.00,30.9,46.2,527.0
2025-01-03 03:44:00.00,31.1,45.3,523.9
2025-01-03 03:45:00.00,31.1,44.7,479.5
2025-01-03 03:46:00.00,31.3,44.5,506.9
2025-01-03 03:47:00.00,31.2,44.5,517.8
2025-01-03 03:48:00.00,31.3,44.7,503.3
2025-01-03 03:49:00.00,31.1,45.4,519.9
2025-01-03 03:50:00.00,31.5,45.6,535.4
2025-01-03 03:51:00.00,31.5,44.9,544.3
2025-01-03 03:52:00.00,31.6,44.9,536.0
2025-01-03 03:53:00.00,31.6,44.7,545.9
2025-01-03 03:54:00.00,31.6,44.8,551.1
2025-01-03 03:55:00.00,31.4,44.6,539.4
2025-01-03 03:56:00.00,31.3,44.6,525.8
2025-01-03 03:57:00.00,31.4,46.1,520.0
2025-01-03 03:58:00.00,31.6,46.6,539.0
2025-01-03 03:59:00.00,31.4,46.3,530.5
2025-01-03 04:00:00.00,31.6,45.0,543.2
2025-01-03 04:01:00.00,31.8,44.4,551.1
2025-01-03 04:02:00.00,31.6,44.9,547.8
2025-01-03 04:03:00.00,31.8,44.4,543.4
2025-01-03 04:04:00.00,31.8,43.9,544.6
2025-01-03 04:05:00.00,32.2,43.7,529.0
2025-01-03 04:06:00.00,32.5,44.1,544.5
2025-01-03 04:07:00.00,32.2,44.7,523.9
2025-01-03 04:08:00.00,32.0,44.9,549.3
2025-01-03 04:09:00.00,31.7,45.5,565.4
2025-01-03 04:10:00.00,31.9,45.4,563.3
2025-01-03 04:11:00.00,31.9,45.3,576.6
2025-01-03 04:12:00.00,32.2,44.3,583.7
2025-01-03 04:13:00.00,32.1,44.2,566.7
2025-01-03 04:14:00.00,32.3,43.5,563.4
2025-01-03 04:15:00.00,32.4,42.6,573.4
2025-01-03 04:16:00.00,32.7,43.6,549.4
2025-01-03 04:17:00.00,32.3,44.4,546.8
2025-01-03 04:18:00.00,32.5,44.7,541.2
2025-01-03 04:19:00.00,32.3,44.8,524.2
2025-01-03 04:20:00.00,32.3,45.2,530.1
2025-01-03 04:21:00.00,32.4,44.9,519.4
2025-01-03 04:22:00.00,32.9,44.4,525.6
2025-01-03 04:23:00.00,32.8,43.9,523.9
2025-01-03 04:24:00.00,32.3,43.4,521.5
2025-01-03 04:25:00.00,32.5,43.3,536.6
2025-01-03 04:26:00.00,32.2,43.9,537.6
2025-01-03 04:27:00.00,32.1,43.5,531.2
2025-01-03 04:28:00.00,32.1,43.1,549.1
2025-01-03 04:29:00.00,32.4,43.9,543.9
2025-01-03 04:30:00.00,32.1,44.5,544.0
2025-01-03 04:31:00.00,32.3,45.5,530.0
2025-01-03 04:32:00.00,32.2,45.2,519.0
2025-01-03 04:33:00.00,32.4,45.0,536.3
2025-01-03 04:34:00.00,32.0,45.3,524.2
2025-01-03 04:35:00.00,32.2,44.8,508.7
2025-01-03 04:36:00.00,31.9,44.9,508.9
2025-01-03 04:37:00.00,31.8,43.6,518.8
2025-01-03 04:38:00.00,31.6,44.5,525.1
2025-01-03 04:39:00.00,31.4,44.6,517.3
2025-01-03 04:40:00.00,31.4,45.7,537.8
2025-01-03 04:41:00.00,31.1,45.9,543.0
2025-01-03 04:42:00.00,31.4,44.6,529.5
2025-01-03 04:43:00.00,31.0,44.3,536.7
2025-01-03 04:44:00.00,31.0,44.4,534.3
2025-01-03 04:45:00.00,31.4,44.8,547.9
2025-01-03 04:46:00.00,31.0,44.6,539.1
2025-01-03 04:47:00.00,31.2,44.7,533.2
2025-01-03 04:48:00.00,31.2,44.1,524.6
2025-01-03 04:49:00.00,31.2,45.1,529.5
2025-01-03 04:50:00.00,31.5,44.9,512.3
2025-01-03 04:51:00.00,31.8,44.6,515.6
2025-01-03 04:52:00.00,31.9,44.8,513.5
2025-01-03 04:53:00.00,31.8,45.1,508.5
2025-01-03 04:54:00.00,32.1,45.0,536.8
2025-01-03 04:55:00.00,31.9,45.1,528.5
2025-01-03 04:56:00.00,32.3,45.0,502.0
2025-01-03 04:57:00.00,32.0,45.0,493.4
2025-01-03 04:58:00.00,31.6,46.3,489.4
2025-01-03 04:59:00.00,31.7,45.0,512.3
2025-01-03 05:00:00.00,31.5,45.9,535.5
2025-01-03 05:01:00.00,31.6,46.0,535.1
2025-01-03 05:02:00.00,31.7,46.2,518.2
2025-01-03 05:03:00.00,31.5,45.7,506.5
2025-01-03 05:04:00.00,31.4,45.7,504.0
2025-01-03 05:05:00.00,31.0,44.8,513.5
2025-01-03 05:06:00.00,30.9,45.3,516.6
2025-01-03 05:07:00.00,30.9,45.9,532.9
2025-01-03 05:08:00.00,31.2,45.8,517.3
2025-01-03 05:09:00.00,31.1,46.0,497.0
2025-01-03 05:10:00.00,31.3,46.5,512.8
2025-01-03 05:11:00.00,31.8,46.8,516.1
2025-01-03 05:12:00.00,32.0,45.9,506.5
2025-01-03 05:13:00.00,31.9,45.2,492.0
2025-01-03 05:14:00.00,31.8,45.5,482.7
2025-01-03 05:15:00.00,32.1,45.7,499.6
2025-01-03 05:16:00.00,31.8,44.8,508.7
2025-01-03 05:17:00.00,31.7,44.9,496.2
2025-01-03 05:18:00.00,31.7,45.5,502.5
2025-01-03 05:19:00.00,31.3,45.3,517.6
2025-01-03 05:20:00.00,31.8,45.2,525.6
2025-01-03 05:21:00.00,31.3,45.2,515.1
2025-01-03 05:22:00.00,31.0,44.9,524.5
2025-01-03 05:23:00.00,30.6,44.4,522.3
2025-01-03 05:24:00.00,30.5,44.8,510.5
2025-01-03 05:25:00.00,30.7,45.1,525.4
2025-01-03 05:26:00.00,30.8,45.9,513.0
2025-01-03 05:27:00.00,30.8,45.4,527.4
2025-01-03 05:28:00.00,31.0,45.6,518.9
2025-01-03 05:29:00.00,31.0,45.8,506.1
2025-01-03 05:30:00.00,31.0,45.6,501.6
2025-01-03 05:31:00.00,31.1,46.0,508.4
2025-01-03 05:32:00.00,30.7,46.4,508.2
2025-01-03 05:33:00.00,30.7,45.9,531.0
2025-01-03 05:34:00.00,30.6,46.7,531.6
2025-01-03 05:35:00.00,30.5,46.4,531.5
2025-01-03 05:36:00.00,30.6,46.7,526.3
2025-01-03 05:37:00.00,31.1,46.5,511.0
2025-01-03 05:38:00.00,30.9,45.8,529.8
2025-01-03 05:39:00.00,31.1,46.1,535.9
2025-01-03 05:40:00.00,31.3,45.6,554.5
2025-01-03 05:41:00.00,31.2,44.6,562.4
2025-01-03 05:42:00.00,31.6,44.7,540.8
2025-01-03 05:43:00.00,32.0,43.8,544.5
2025-01-03 05:44:00.00,31.9,44.5,545.3
2025-01-03 05:45:00.00,31.9,44.1,532.7
2025-01-03 05:46:00.00,31.6,44.9,531.9
2025-01-03 05:47:00.00,31.8,44.4,534.9
2025-01-03 05:48:00.00,32.3,44.3,525.8
2025-01-03 05:49:00.00,32.3,44.4,548.3
2025-01-03 05:50:00.00,32.5,44.3,528.3
2025-01-03 05:51:00.00,32.2,44.5,538.4
2025-01-03 05:52:00.00,31.9,45.2,521.1
2025-01-03 05:53:00.00,32.1,45.2,537.2
2025-01-03 05:54:00.00,32.1,45.5,537.2
2025-01-03 05:55:00.00,32.2,46.0,529.2
2025-01-03 05:56:00.00,31.9,46.3,542.5
2025-01-03 05:57:00.00,32.2,45.6,529.3
2025-01-03 05:58:00.00,32.1,45.8,527.8
2025-01-03 05:59:00.00,32.4,44.5,549.6
2025-01-03 06:00:00.00,32.5,44.8,546.4
2025-01-03 06:01:00.00,32.8,44.4,554.1
2025-01-03 06:02:00.00,33.2,44.3,537.1
2025-01-03 06:03:00.00,32.7,44.8,523.4
2025-01-03 06:04:00.00,32.6,44.4,524.0
2025-01-03 06:05:00.00,32.4,44.1,513.2
2025-01-03 06:06:00.00,32.1,42.6,519.7
2025-01-03 06:07:00.00,32.5,42.8,532.5
2025-01-03 06:08:00.00,32.2,43.8,540.9
2025-01-03 06:09:00.00,32.0,43.1,515.6
2025-01-03 06:10:00.00,32.1,43.4,542.1
2025-01-03 06:11:00.00,32.2,42.5,529.9
2025-01-03 06:12:00.00,32.3,43.3,539.3
2025-01-03 06:13:00.00,32.1,42.9,554.3
2025-01-03 06:14:00.00,32.3,43.1,558.5
2025-01-03 06:15:00.00,32.0,43.5,555.2
2025-01-03 06:16:00.00,31.6,44.2,580.2
2025-01-03 06:17:00.00,31.7,44.5,573.6
2025-01-03 06:18:00.00,32.0,44.4,566.8
2025-01-03 06:19:00.00,31.6,44.7,558.5
2025-01-03 06:20:00.00,32.0,44.6,549.5
2025-01-03 06:21:00.00,31.9,44.7,538.6
2025-01-03 06:22:00.00,31.8,45.5,533.3
2025-01-03 06:23:00.00,31.8,45.3,517.7
2025-01-03 06:24:00.00,31.9,45.5,524.1
2025-01-03 06:25:00.00,31.6,44.9,507.2
2025-01-03 06:26:00.00,32.0,44.7,501.0
2025-01-03 06:27:00.00,32.2,45.3,494.2
2025-01-03 06:28:00.00,32.0,45.5,484.8
2025-01-03 06:29:00.00,31.7,45.2,484.6
2025-01-03 06:30:00.00,32.0,44.4,503.5
2025-01-03 06:31:00.00,31.8,44.9,495.9
2025-01-03 06:32:00.00,31.9,45.0,497.3
2025-01-03 06:33:00.00,31.6,46.1,505.6
2025-01-03 06:34:00.00,31.8,46.2,498.6
2025-01-03 06:35:00.00,31.5,46.2,500.2
2025-01-03 06:36:00.00,31.2,45.5,518.5
2025-01-03 06:37:00.00,31.0,45.3,520.7
2025-01-03 06:38:00.00,31.0,46.0,516.6
2025-01-03 06:39:00.00,30.7,46.6,530.7
2025-01-03 06:40:00.00,31.0,46.8,541.4
2025-01-03 06:41:00.00,31.1,46.2,519.7
2025-01-03 06:42:00.00,31.2,46.3,513.8
2025-01-03 06:43:00.00,31.5,46.1,517.8
2025-01-03 06:44:00.00,31.4,46.1,507.8
2025-01-03 06:45:00.00,31.3,44.8,503.3
2025-01-03 06:46:00.00,31.1,45.0,510.8
2025-01-03 06:47:00.00,31.1,43.3,491.6
2025-01-03 06:48:00.00,31.1,43.4,505.4
2025-01-03 06:49:00.00,31.3,44.3,502.5
2025-01-03 06:50:00.00,31.1,44.9,525.4
2025-01-03 06:51:00.00,31.5,44.9,525.5
2025-01-03 06:52:00.00,31.7,45.3,513.3
2025-01-03 06:53:00.00,31.1,45.1,520.4
2025-01-03 06:54:00.00,31.4,44.1,523.7
2025-01-03 06:55:00.00,31.3,44.4,499.0
2025-01-03 06:56:00.00,31.1,44.2,490.8
2025-01-03 06:57:00.00,30.9,45.0,507.5
2025-01-03 06:58:00.00,30.9,44.8,530.9
2025-01-03 06:59:00.00,31.5,45.3,525.1
2025-01-03 07:00:00.00,30.8,45.7,549.9
2025-01-03 07:01:00.00,30.1,45.6,574.1
2025-01-03 07:02:00.00,29.6,46.8,556.2
2025-01-03 07:03:00.00,29.3,47.6,558.7
2025-01-03 07:04:00.00,29.0,48.9,563.3
2025-01-03 07:05:00.00,28.4,49.0,593.2
2025-01-03 07:06:00.00,28.2,49.0,601.7
2025-01-03 07:07:00.00,28.0,49.8,607.6
2025-01-03 07:08:00.00,27.6,49.8,605.7
2025-01-03 07:09:00.00,27.2,51.1,591.2
2025-01-03 07:10:00.00,26.9,52.5,617.5
2025-01-03 07:11:00.00,26.7,52.0,612.3
2025-01-03 07:12:00.00,26.6,52.5,644.7
2025-01-03 07:13:00.00,26.5,53.6,651.3
2025-01-03 07:14:00.00,26.4,53.8,630.4
2025-01-03 07:15:00.00,26.4,53.7,652.2
2025-01-03 07:16:00.00,26.4,52.8,652.8
2025-01-03 07:17:00.00,26.3,53.6,637.2
2025-01-03 07:18:00.00,26.4,52.3,650.0
2025-01-03 07:19:00.00,26.6,53.8,641.3
2025-01-03 07:20:00.00,26.6,54.7,632.3
2025-01-03 07:21:00.00,26.8,54.9,625.6
2025-01-03 07:22:00.00,26.6,55.0,601.6
2025-01-03 07:23:00.00,26.8,54.5,615.6
2025-01-03 07:24:00.00,26.6,55.0,597.4
2025-01-03 07:25:00.00,26.3,54.6,595.4
2025-01-03 07:26:00.00,26.4,53.8,594.5
2025-01-03 07:27:00.00,26.3,53.8,587.0
2025-01-03 07:28:00.00,26.3,54.7,630.2
2025-01-03 07:29:00.00,26.2,54.5,614.9
2025-01-03 07:30:00.00,25.9,53.3,604.6
2025-01-03 07:31:00.00,25.7,53.6,589.5
2025-01-03 07:32:00.00,25.6,52.6,587.8
2025-01-03 07:33:00.00,25.7,53.3,571.6
2025-01-03 07:34:00.00,25.6,54.5,606.7
2025-01-03 07:35:00.00,25.7,54.1,604.3
2025-01-03 07:36:00.00,25.9,55.6,584.7
2025-01-03 07:37:00.00,25.9,55.1,591.0
2025-01-03 07:38:00.00,26.0,54.9,587.1
2025-01-03 07:39:00.00,25.9,54.9,616.2
2025-01-03 07:40:00.00,25.9,54.3,635.2
2025-01-03 07:41:00.00,26.0,54.4,616.3
2025-01-03 07:42:00.00,25.9,54.0,606.2
2025-01-03 07:43:00.00,26.1,52.9,617.4
2025-01-03 07:44:00.00,26.0,52.4,621.7
2025-01-03 07:45:00.00,26.2,51.8,593.0
2025-01-03 07:46:00.00,26.2,51.4,584.0
2025-01-03 07:47:00.00,26.0,50.9,598.2
2025-01-03 07:48:00.00,25.9,51.3,582.1
2025-01-03 07:49:00.00,25.7,52.6,617.0
2025-01-03 07:50:00.00,25.7,53.4,604.9
2025-01-03 07:51:00.00,25.9,54.4,595.4
2025-01-03 07:52:00.00,26.0,54.0,621.8
2025-01-03 07:53:00.00,26.3,55.4,636.6
2025-01-03 07:54:00.00,26.3,55.7,663.3
2025-01-03 07:55:00.00,26.0,54.6,677.8
2025-01-03 07:56:00.00,25.8,53.2,697.4
2025-01-03 07:57:00.00,25.7,53.0,699.3
2025-01-03 07:58:00.00,25.3,52.4,710.2
2025-01-03 07:59:00.00,25.2,52.8,743.4
2025-01-03 08:00:00.00,25.1,53.0,699.0
2025-01-03 08:01:00.00,24.9,52.8,657.3
2025-01-03 08:02:00.00,25.0,52.5,672.2
2025-01-03 08:03:00.00,24.8,51.1,679.8
2025-01-03 08:04:00.00,25.0,51.1,702.1
2025-01-03 08:05:00.00,25.2,50.8,665.1
2025-01-03 08:06:00.00,25.5,51.0,653.2
2025-01-03 08:07:00.00,25.6,50.8,670.0
2025-01-03 08:08:00.00,25.8,51.2,694.5
2025-01-03 08:09:00.00,25.9,51.6,701.3
2025-01-03 08:10:00.00,25.8,50.2,695.6
2025-01-03 08:11:00.00,25.6,51.8,691.6
2025-01-03 08:12:00.00,25.6,52.1,707.3
2025-01-03 08:13:00.00,25.7,52.7,698.3
2025-01-03 08:14:00.00,25.9,53.2,663.6
2025-01-03 08:15:00.00,25.7,53.4,638.0
2025-01-03 08:16:00.00,25.8,53.4,658.1
2025-01-03 08:17:00.00,25.9,52.9,638.9
2025-01-03 08:18:00.00,26.1,53.0,677.2
2025-01-03 08:19:00.00,26.1,53.2,704.0
2025-01-03 08:20:00.00,25.8,51.7,664.7
2025-01-03 08:21:00.00,25.5,52.3,649.8
2025-01-03 08:22:00.00,25.4,52.0,648.4
2025-01-03 08:23:00.00,25.6,53.0,628.8
2025-01-03 08:24:00.00,25.5,53.8,625.3
2025-01-03 08:25:00.00,25.6,52.5,665.7
2025-01-03 08:26:00.00,26.0,51.6,643.4
2025-01-03 08:27:00.00,25.8,52.4,645.6
2025-01-03 08:28:00.00,25.7,52.0,621.1
2025-01-03 08:29:00.00,25.7,51.7,619.4
2025-01-03 08:30:00.00,25.8,51.5,602.6
2025-01-03 08:31:00.00,25.7,50.8,602.8
2025-01-03 08:32:00.00,25.6,51.2,580.6
2025-01-03 08:33:00.00,25.9,52.5,596.3
2025-01-03 08:34:00.00,25.9,51.9,562.1
2025-01-03 08:35:00.00,26.2,52.5,550.7
2025-01-03 08:36:00.00,26.3,52.6,561.6
2025-01-03 08:37:00.00,26.1,52.3,560.1
2025-01-03 08:38:00.00,25.9,51.8,571.8
2025-01-03 08:39:00.00,26.0,51.7,610.1
2025-01-03 08:40:00.00,26.1,52.3,640.9
2025-01-03 08:41:00.00,26.2,51.9,648.3
2025-01-03 08:42:00.00,26.1,51.3,623.6
2025-01-03 08:43:00.00,26.4,50.9,643.7
2025-01-03 08:44:00.00,26.4,51.5,662.7
2025-01-03 08:45:00.00,26.4,52.9,671.6
2025-01-03 08:46:00.00,26.2,53.6,683.2
2025-01-03 08:47:00.00,26.1,53.4,638.7
2025-01-03 08:48:00.00,26.0,52.6,624.1
2025-01-03 08:49:00.00,25.8,53.5,651.3
2025-01-03 08:50:00.00,25.8,52.5,668.2
2025-01-03 08:51:00.00,25.6,52.1,692.8
2025-01-03 08:52:00.00,25.6,51.0,664.5
2025-01-03 08:53:00.00,26.0,49.8,670.8
2025-01-03 08:54:00.00,26.0,51.1,692.3
2025-01-03 08:55:00.00,25.9,50.7,684.5
2025-01-03 08:56:00.00,26.0,52.1,678.4
2025-01-03 08:57:00.00,26.3,51.2,675.4
2025-01-03 08:58:00.00,26.1,52.0,633.6
2025-01-03 08:59:00.00,25.9,52.3,628.8
2025-01-03 09:00:00.00,25.4,54.0,852.3
2025-01-03 09:01:00.00,25.3,52.0,888.2
2025-01-03 09:02:00.00,25.1,51.9,906.5
2025-01-03 09:03:00.00,24.7,53.6,866.9
2025-01-03 09:04:00.00,24.6,53.8,913.2
2025-01-03 09:05:00.00,24.5,54.2,953.2
2025-01-03 09:06:00.00,24.3,54.4,1120.5
2025-01-03 09:07:00.00,24.2,54.7,1261.7
2025-01-03 09:08:00.00,24.1,54.8,1366.6
2025-01-03 09:09:00.00,23.9,55.8,1314.2
2025-01-03 09:10:00.00,23.9,56.4,1380.8
2025-01-03 09:11:00.00,24.1,57.0,1436.6
2025-01-03 09:12:00.00,23.9,55.9,1425.9
2025-01-03 09:13:00.00,23.9,55.6,1398.4
2025-01-03 09:14:00.00,24.0,55.7,1388.0
2025-01-03 09:15:00.00,23.8,56.3,1327.9
2025-01-03 09:16:00.00,23.8,55.9,1303.5
2025-01-03 09:17:00.00,23.5,55.4,1403.5
2025-01-03 09:18:00.00,23.5,54.8,1296.1
2025-01-03 09:19:00.00,23.5,54.9,1388.7
2025-01-03 09:20:00.00,23.6,54.8,1275.6
2025-01-03 09:21:00.00,23.5,55.8,1288.6
2025-01-03 09:22:00.00,23.5,55.6,1425.5
2025-01-03 09:23:00.00,23.3,54.5,1522.6
2025-01-03 09:24:00.00,23.1,53.5,1453.9
2025-01-03 09:25:00.00,22.9,53.8,1489.5
2025-01-03 09:26:00.00,23.0,53.4,1348.7
2025-01-03 09:27:00.00,23.0,54.4,1348.4
2025-01-03 09:28:00.00,23.0,54.8,1375.0
2025-01-03 09:29:00.00,22.9,55.4,1414.3
2025-01-03 09:30:00.00,22.7,54.6,1396.1
2025-01-03 09:31:00.00,22.9,54.5,1406.9
2025-01-03 09:32:00.00,23.1,53.5,1447.4
2025-01-03 09:33:00.00,23.0,54.9,1420.2
2025-01-03 09:34:00.00,23.1,54.8,1493.3
2025-01-03 09:35:00.00,23.0,54.9,1507.1
2025-01-03 09:36:00.00,22.9,55.6,1433.4
2025-01-03 09:37:00.00,22.9,56.2,1373.2
2025-01-03 09:38:00.00,22.8,56.0,1477.9
2025-01-03 09:39:00.00,22.8,55.8,1454.8
2025-01-03 09:40:00.00,23.0,56.1,1566.2
2025-01-03 09:41:00.00,23.0,57.2,1613.2
2025-01-03 09:42:00.00,23.1,55.8,1482.3
2025-01-03 09:43:00.00,23.0,56.2,1507.0
2025-01-03 09:44:00.00,23.0,56.3,1574.3
2025-01-03 09:45:00.00,23.0,56.5,1549.7
2025-01-03 09:46:00.00,23.0,56.7,1421.5
2025-01-03 09:47:00.00,22.9,56.2,1520.4
2025-01-03 09:48:00.00,23.1,55.4,1410.3
2025-01-03 09:49:00.00,23.0,55.5,1483.0
2025-01-03 09:50:00.00,23.1,55.2,1353.3
2025-01-03 09:51:00.00,23.1,56.2,1399.1
2025-01-03 09:52:00.00,22.9,55.3,1378.9
2025-01-03 09:53:00.00,22.9,56.5,1412.6
2025-01-03 09:54:00.00,22.8,55.3,1425.4
2025-01-03 09:55:00.00,22.6,54.6,1341.4
2025-01-03 09:56:00.00,22.8,54.0,1459.3
2025-01-03 09:57:00.00,22.7,52.9,1535.0
2025-01-03 09:58:00.00,22.9,52.6,1565.5
2025-01-03 09:59:00.00,23.0,51.9,1591.5
2025-01-03 10:00:00.00,23.4,53.7,1625.8
2025-01-03 10:01:00.00,23.4,54.1,1587.3
2025-01-03 10:02:00.00,23.3,54.6,1556.1
2025-01-03 10:03:00.00,23.1,53.8,1629.7
2025-01-03 10:04:00.00,23.0,52.9,1614.7
2025-01-03 10:05:00.00,23.2,52.2,1643.0
2025-01-03 10:06:00.00,23.2,52.6,1666.2
2025-01-03 10:07:00.00,23.2,52.7,1676.3
2025-01-03 10:08:00.00,23.3,52.5,1684.1
2025-01-03 10:09:00.00,23.4,53.1,1513.0
2025-01-03 10:10:00.00,23.5,55.2,1576.5
2025-01-03 10:11:00.00,23.3,54.2,1466.4
2025-01-03 10:12:00.00,23.4,54.5,1574.9
2025-01-03 10:13:00.00,23.3,53.6,1602.4
2025-01-03 10:14:00.00,23.2,52.1,1517.9
2025-01-03 10:15:00.00,23.0,52.6,1459.7
2025-01-03 10:16:00.00,22.8,52.4,1571.4
2025-01-03 10:17:00.00,22.8,53.3,1464.7
2025-01-03 10:18:00.00,22.7,52.5,1459.6
2025-01-03 10:19:00.00,22.8,52.9,1360.7
2025-01-03 10:20:00.00,22.7,53.9,1342.7
2025-01-03 10:21:00.00,22.9,53.8,1312.7
2025-01-03 10:22:00.00,22.9,54.5,1375.0
2025-01-03 10:23:00.00,22.9,53.6,1418.9
2025-01-03 10:24:00.00,23.1,53.3,1459.2
2025-01-03 10:25:00.00,23.1,54.0,1445.6
2025-01-03 10:26:00.00,23.1,54.0,1439.7
2025-01-03 10:27:00.00,23.1,52.9,1435.8
2025-01-03 10:28:00.00,23.1,52.9,1362.0
2025-01-03 10:29:00.00,23.0,54.7,1332.3
2025-01-03 10:30:00.00,23.1,53.5,1275.0
2025-01-03 10:31:00.00,23.4,54.3,1205.4
2025-01-03 10:32:00.00,23.3,55.1,1191.3
2025-01-03 10:33:00.00,23.3,55.2,1143.8
2025-01-03 10:34:00.00,23.3,56.6,1137.9
2025-01-03 10:35:00.00,23.4,56.5,1107.7
2025-01-03 10:36:00.00,23.3,55.6,1106.9
2025-01-03 10:37:00.00,23.3,54.6,1069.0
2025-01-03 10:38:00.00,23.2,54.4,1017.4
2025-01-03 10:39:00.00,23.2,53.9,1210.6
2025-01-03 10:40:00.00,23.2,54.1,1289.2
2025-01-03 10:41:00.00,23.2,54.3,1287.8
2025-01-03 10:42:00.00,23.2,55.1,1323.5
2025-01-03 10:43:00.00,23.1,54.0,1456.6
2025-01-03 10:44:00.00,23.1,53.1,1344.0
2025-01-03 10:45:00.00,23.1,52.8,1368.4
2025-01-03 10:46:00.00,23.3,52.6,1403.4
2025-01-03 10:47:00.00,23.2,53.2,1288.2
2025-01-03 10:48:00.00,23.2,54.9,1259.6
2025-01-03 10:49:00.00,23.1,55.4,1333.0
2025-01-03 10:50:00.00,23.1,56.8,1255.3
2025-01-03 10:51:00.00,23.3,57.9,1268.8
2025-01-03 10:52:00.00,23.2,56.9,1189.3
2025-01-03 10:53:00.00,23.1,56.0,1169.3
2025-01-03 10:54:00.00,23.1,56.7,1157.5
2025-01-03 10:55:00.00,23.3,57.0,1281.4
2025-01-03 10:56:00.00,23.2,58.0,1198.4
2025-01-03 10:57:00.00,23.0,56.0,1279.2
2025-01-03 10:58:00.00,23.1,55.8,1320.0
2025-01-03 10:59:00.00,23.1,54.9,1247.2
2025-01-03 11:00:00.00,23.2,55.8,1258.6
2025-01-03 11:01:00.00,23.3,55.0,1408.5
2025-01-03 11:02:00.00,23.1,54.7,1444.0
2025-01-03 11:03:00.00,23.0,55.7,1562.1
2025-01-03 11:04:00.00,22.9,55.6,1586.6
2025-01-03 11:05:00.00,23.0,54.4,1620.9
2025-01-03 11:06:00.00,23.0,53.5,1696.5
2025-01-03 11:07:00.00,22.8,54.1,1713.0
2025-01-03 11:08:00.00,23.0,53.7,1755.9
2025-01-03 11:09:00.00,22.8,53.2,1719.7
2025-01-03 11:10:00.00,22.8,53.6,1549.0
2025-01-03 11:11:00.00,22.7,52.9,1508.8
2025-01-03 11:12:00.00,22.6,53.4,1521.1
2025-01-03 11:13:00.00,22.6,54.9,1474.1
2025-01-03 11:14:00.00,22.5,54.6,1523.8
2025-01-03 11:15:00.00,22.6,54.5,1459.5
2025-01-03 11:16:00.00,22.7,53.9,1387.8
2025-01-03 11:17:00.00,23.0,52.2,1362.2
2025-01-03 11:18:00.00,23.2,51.2,1331.9
2025-01-03 11:19:00.00,23.4,51.4,1282.4
2025-01-03 11:20:00.00,23.4,52.1,1244.1
2025-01-03 11:21:00.00,23.2,53.6,1390.0
2025-01-03 11:22:00.00,23.2,54.6,1289.8
2025-01-03 11:23:00.00,23.2,55.5,1391.2
2025-01-03 11:24:00.00,23.5,55.3,1467.1
2025-01-03 11:25:00.00,23.4,54.3,1465.7
2025-01-03 11:26:00.00,23.2,53.3,1426.3
2025-01-03 11:27:00.00,23.1,53.4,1526.4
2025-01-03 11:28:00.00,23.3,53.5,1481.7
2025-01-03 11:29:00.00,23.2,55.2,1346.0
2025-01-03 11:30:00.00,23.2,55.5,1406.1
2025-01-03 11:31:00.00,23.3,55.4,1440.4
2025-01-03 11:32:00.00,23.1,56.4,1355.3
2025-01-03 11:33:00.00,23.2,56.0,1281.8
2025-01-03 11:34:00.00,23.3,55.5,1227.2
2025-01-03 11:35:00.00,23.3,55.3,1177.2
2025-01-03 11:36:00.00,23.3,55.9,1287.6
2025-01-03 11:37:00.00,23.2,55.8,1202.8
2025-01-03 11:38:00.00,23.2,55.1,1194.3
2025-01-03 11:39:00.00,23.1,54.2,1128.3
